usuario,puntuacion,fecha,titulo,texto_comentario,fecha_sistema,texto_limpio,texto_original,texto_sin_stopwords,texto_comentario_limpio,texto_comentario_sin_stopwords,tokens,tokens_sin_stopwords,num_palabras,num_palabras_limpias,longitud_comentario,conteo_palabras_unicas,polarity,subjectivity,sentiment,emocion_predominante,longitud_texto
Teresa Díaz,1,2025-12-09T13:18:01.000Z,Sin título,"Me han cobrado por duplicado una compra y no hay manera de solucionarlo.  La persona que me atendió, me dice que no ve reflejado el cobro duplicado,  siendo que el monto me lo cobraron con uno o dos d...Ver más",2025-12-22 00:22:41,cobrado duplicado compra manera solucionarlo persona atendio dice ve reflejado cobro duplicado siendo monto cobraron dos d,"Me han cobrado por duplicado una compra y no hay manera de solucionarlo.  La persona que me atendió, me dice que no ve reflejado el cobro duplicado,  siendo que el monto me lo cobraron con uno o dos d...Ver más",cobrado duplicado compra manera solucionarlo persona atendio dice ve reflejado cobro duplicado siendo monto cobraron dos d,me han cobrado por duplicado una compra y no hay manera de solucionarlo la persona que me atendio me dice que no ve reflejado el cobro duplicado siendo que el monto me lo cobraron con uno o dos d ver mas,cobrado duplicado compra manera solucionarlo persona atendio dice ve reflejado cobro duplicado siendo monto cobraron dos d,"['me', 'han', 'cobrado', 'por', 'duplicado', 'una', 'compra', 'y', 'no', 'hay', 'manera', 'de', 'solucionarlo', 'la', 'persona', 'que', 'me', 'atendio', 'me', 'dice', 'que', 'no', 've', 'reflejado', 'el', 'cobro', 'duplicado', 'siendo', 'que', 'el', 'monto', 'me', 'lo', 'cobraron', 'con', 'uno', 'o', 'dos', 'd', 'ver', 'mas']","['cobrado', 'duplicado', 'compra', 'manera', 'solucionarlo', 'persona', 'atendio', 'dice', 've', 'reflejado', 'cobro', 'duplicado', 'siendo', 'monto', 'cobraron', 'dos', 'd']",17,17,210,16,0.0,0.0,neutral,sin_emocion_detectada,122
Victoria,1,2025-11-16T17:50:25.000Z,Sin título,"Amazon está entrando en su decandencia!!! Viendo una peli sale la pregunta saltar anuncio , aceptas y zas has comprado una suscripción por 1’99€ , dicha suscripción solo pueden anularla ellos y ya no...Ver más",2025-12-22 00:22:41,entrando decandencia viendo peli sale pregunta saltar anuncio aceptas zas comprado suscripcion dicha suscripcion pueden anularla,"Amazon está entrando en su decandencia!!! Viendo una peli sale la pregunta saltar anuncio , aceptas y zas has comprado una suscripción por 1’99€ , dicha suscripción solo pueden anularla ellos y ya no...Ver más",entrando decandencia viendo peli sale pregunta saltar anuncio aceptas zas comprado suscripcion dicha suscripcion pueden anularla,amazon esta entrando en su decandencia viendo una peli sale la pregunta saltar anuncio aceptas y zas has comprado una suscripcion por dicha suscripcion solo pueden anularla ellos y ya no ver mas,entrando decandencia viendo peli sale pregunta saltar anuncio aceptas zas comprado suscripcion dicha suscripcion pueden anularla,"['amazon', 'esta', 'entrando', 'en', 'su', 'decandencia', 'viendo', 'una', 'peli', 'sale', 'la', 'pregunta', 'saltar', 'anuncio', 'aceptas', 'y', 'zas', 'has', 'comprado', 'una', 'suscripcion', 'por', 'dicha', 'suscripcion', 'solo', 'pueden', 'anularla', 'ellos', 'y', 'ya', 'no', 'ver', 'mas']","['entrando', 'decandencia', 'viendo', 'peli', 'sale', 'pregunta', 'saltar', 'anuncio', 'aceptas', 'zas', 'comprado', 'suscripcion', 'dicha', 'suscripcion', 'pueden', 'anularla']",16,16,209,15,0.0,0.0,neutral,sin_emocion_detectada,128
Women's Sports Photography Jos,1,2025-12-11T04:46:10.000Z,Sin título,Amazon discrimina y roba a las personas mayores. Son unos ladrones y unos estafadores. Piden que verifiquen su cuenta Amazon a los ancianos con su DNI. Después dicen que no aceptan los DNI de las per...Ver más,2025-12-22 00:22:41,discrimina roba personas mayores ladrones estafadores piden verifiquen cuenta ancianos dni despues dicen aceptan dni per,Amazon discrimina y roba a las personas mayores. Son unos ladrones y unos estafadores. Piden que verifiquen su cuenta Amazon a los ancianos con su DNI. Después dicen que no aceptan los DNI de las per...Ver más,discrimina roba personas mayores ladrones estafadores piden verifiquen cuenta ancianos dni despues dicen aceptan dni per,amazon discrimina y roba a las personas mayores son unos ladrones y unos estafadores piden que verifiquen su cuenta amazon a los ancianos con su dni despues dicen que no aceptan los dni de las per ver mas,discrimina roba personas mayores ladrones estafadores piden verifiquen cuenta ancianos dni despues dicen aceptan dni per,"['amazon', 'discrimina', 'y', 'roba', 'a', 'las', 'personas', 'mayores', 'son', 'unos', 'ladrones', 'y', 'unos', 'estafadores', 'piden', 'que', 'verifiquen', 'su', 'cuenta', 'amazon', 'a', 'los', 'ancianos', 'con', 'su', 'dni', 'despues', 'dicen', 'que', 'no', 'aceptan', 'los', 'dni', 'de', 'las', 'per', 'ver', 'mas']","['discrimina', 'roba', 'personas', 'mayores', 'ladrones', 'estafadores', 'piden', 'verifiquen', 'cuenta', 'ancianos', 'dni', 'despues', 'dicen', 'aceptan', 'dni', 'per']",16,16,209,15,0.0,0.0,neutral,sin_emocion_detectada,120
JoseMa Ramon Poch,1,2025-12-16T18:20:55.000Z,Sin título,"Pongo una estrella,porque no puedo poner cero.
Mucho ojo con amazon filtra numeros de tarjetas a terceros,posibles estafas",2025-12-22 00:22:41,pongo estrella puedo poner cero ojo filtra numeros tarjetas terceros posibles estafas,"Pongo una estrella,porque no puedo poner cero.
Mucho ojo con amazon filtra numeros de tarjetas a terceros,posibles estafas",pongo estrella puedo poner cero ojo filtra numeros tarjetas terceros posibles estafas,pongo una estrella porque no puedo poner cero mucho ojo con amazon filtra numeros de tarjetas a terceros posibles estafas,pongo estrella puedo poner cero ojo filtra numeros tarjetas terceros posibles estafas,"['pongo', 'una', 'estrella', 'porque', 'no', 'puedo', 'poner', 'cero', 'mucho', 'ojo', 'con', 'amazon', 'filtra', 'numeros', 'de', 'tarjetas', 'a', 'terceros', 'posibles', 'estafas']","['pongo', 'estrella', 'puedo', 'poner', 'cero', 'ojo', 'filtra', 'numeros', 'tarjetas', 'terceros', 'posibles', 'estafas']",12,12,122,12,0.0,0.0,neutral,sin_emocion_detectada,85
Dmtryck Again,1,2025-12-16T00:16:14.000Z,Sin título,"Compré una luz de emergencia que no funciona. Hice la devolución en un centro de recogida de Repsol y dicen no les ha llegado, que reclame en Repsol. Si sus centros de recogida no son fiables no es mi...Ver más",2025-12-22 00:22:41,compre luz emergencia funciona hice devolucion centro recogida repsol dicen llegado reclame repsol centros recogida fiables,"Compré una luz de emergencia que no funciona. Hice la devolución en un centro de recogida de Repsol y dicen no les ha llegado, que reclame en Repsol. Si sus centros de recogida no son fiables no es mi...Ver más",compre luz emergencia funciona hice devolucion centro recogida repsol dicen llegado reclame repsol centros recogida fiables,compre una luz de emergencia que no funciona hice la devolucion en un centro de recogida de repsol y dicen no les ha llegado que reclame en repsol si sus centros de recogida no son fiables no es mi ver mas,compre luz emergencia funciona hice devolucion centro recogida repsol dicen llegado reclame repsol centros recogida fiables,"['compre', 'una', 'luz', 'de', 'emergencia', 'que', 'no', 'funciona', 'hice', 'la', 'devolucion', 'en', 'un', 'centro', 'de', 'recogida', 'de', 'repsol', 'y', 'dicen', 'no', 'les', 'ha', 'llegado', 'que', 'reclame', 'en', 'repsol', 'si', 'sus', 'centros', 'de', 'recogida', 'no', 'son', 'fiables', 'no', 'es', 'mi', 'ver', 'mas']","['compre', 'luz', 'emergencia', 'funciona', 'hice', 'devolucion', 'centro', 'recogida', 'repsol', 'dicen', 'llegado', 'reclame', 'repsol', 'centros', 'recogida', 'fiables']",16,16,210,14,0.0,0.0,neutral,sin_emocion_detectada,123
Consumer,1,2025-11-29T09:02:43.000Z,Sin título,"Después de esperar un tiempo por la compra de un producto, mi sorpresa es que Amazon con toda su cara dura, me dice que yo he cancelado el producto que he comprado sin explicaciones de nada de nada,y...Ver más",2025-12-22 00:22:41,despues esperar tiempo compra sorpresa toda cara dura dice cancelado comprado explicaciones,"Después de esperar un tiempo por la compra de un producto, mi sorpresa es que Amazon con toda su cara dura, me dice que yo he cancelado el producto que he comprado sin explicaciones de nada de nada,y...Ver más",despues esperar tiempo compra sorpresa toda cara dura dice cancelado comprado explicaciones,despues de esperar un tiempo por la compra de un producto mi sorpresa es que amazon con toda su cara dura me dice que yo he cancelado el producto que he comprado sin explicaciones de nada de nada y ver mas,despues esperar tiempo compra sorpresa toda cara dura dice cancelado comprado explicaciones,"['despues', 'de', 'esperar', 'un', 'tiempo', 'por', 'la', 'compra', 'de', 'un', 'producto', 'mi', 'sorpresa', 'es', 'que', 'amazon', 'con', 'toda', 'su', 'cara', 'dura', 'me', 'dice', 'que', 'yo', 'he', 'cancelado', 'el', 'producto', 'que', 'he', 'comprado', 'sin', 'explicaciones', 'de', 'nada', 'de', 'nada', 'y', 'ver', 'mas']","['despues', 'esperar', 'tiempo', 'compra', 'sorpresa', 'toda', 'cara', 'dura', 'dice', 'cancelado', 'comprado', 'explicaciones']",12,12,209,12,0.0,0.0,neutral,neutras,91
José manuel Costa Iglesias,1,2025-11-27T11:33:06.000Z,Sin título,"He comprado un horno Hisense en Diciembre del 2022, se avería en Septiembre del 2025, con lo que está en garantía, Hisense me remite vale de abono del producto, pero Amazon no me canjea ni horno ni me...Ver más",2025-12-22 00:22:41,comprado horno hisense diciembre averia septiembre garantia hisense remite vale abono canjea horno,"He comprado un horno Hisense en Diciembre del 2022, se avería en Septiembre del 2025, con lo que está en garantía, Hisense me remite vale de abono del producto, pero Amazon no me canjea ni horno ni me...Ver más",comprado horno hisense diciembre averia septiembre garantia hisense remite vale abono canjea horno,he comprado un horno hisense en diciembre del se averia en septiembre del con lo que esta en garantia hisense me remite vale de abono del producto pero amazon no me canjea ni horno ni me ver mas,comprado horno hisense diciembre averia septiembre garantia hisense remite vale abono canjea horno,"['he', 'comprado', 'un', 'horno', 'hisense', 'en', 'diciembre', 'del', 'se', 'averia', 'en', 'septiembre', 'del', 'con', 'lo', 'que', 'esta', 'en', 'garantia', 'hisense', 'me', 'remite', 'vale', 'de', 'abono', 'del', 'producto', 'pero', 'amazon', 'no', 'me', 'canjea', 'ni', 'horno', 'ni', 'me', 'ver', 'mas']","['comprado', 'horno', 'hisense', 'diciembre', 'averia', 'septiembre', 'garantia', 'hisense', 'remite', 'vale', 'abono', 'canjea', 'horno']",13,13,210,11,0.0,0.0,neutral,sin_emocion_detectada,98
Grupo Trabajo,1,2025-12-19T14:44:36.000Z,Sin título,"Mucho cuidado con las devoluciones. Ya llevo dos paquetes que aparecen como ""no devueltos"" cuando en realidad ya los han recibido ellos y además el seguimiento indica ""entregado""en el centro de devol...Ver más",2025-12-22 00:22:41,cuidado devoluciones llevo dos paquetes aparecen devueltos realidad recibido ademas seguimiento indica entregado centro devol,"Mucho cuidado con las devoluciones. Ya llevo dos paquetes que aparecen como ""no devueltos"" cuando en realidad ya los han recibido ellos y además el seguimiento indica ""entregado""en el centro de devol...Ver más",cuidado devoluciones llevo dos paquetes aparecen devueltos realidad recibido ademas seguimiento indica entregado centro devol,mucho cuidado con las devoluciones ya llevo dos paquetes que aparecen como no devueltos cuando en realidad ya los han recibido ellos y ademas el seguimiento indica entregado en el centro de devol ver mas,cuidado devoluciones llevo dos paquetes aparecen devueltos realidad recibido ademas seguimiento indica entregado centro devol,"['mucho', 'cuidado', 'con', 'las', 'devoluciones', 'ya', 'llevo', 'dos', 'paquetes', 'que', 'aparecen', 'como', 'no', 'devueltos', 'cuando', 'en', 'realidad', 'ya', 'los', 'han', 'recibido', 'ellos', 'y', 'ademas', 'el', 'seguimiento', 'indica', 'entregado', 'en', 'el', 'centro', 'de', 'devol', 'ver', 'mas']","['cuidado', 'devoluciones', 'llevo', 'dos', 'paquetes', 'aparecen', 'devueltos', 'realidad', 'recibido', 'ademas', 'seguimiento', 'indica', 'entregado', 'centro', 'devol']",15,15,209,15,0.0,0.0,neutral,neutras,125
Ald Natural,1,2025-12-15T02:32:59.000Z,Sin título,"Cada día peor. Antes eran los mejores casi en todo, atención al cliente, rapidez, información, cumplidores, etc., etc. Hoy en día ya se han perdido casi todos estos valores que tenían.",2025-12-22 00:22:41,dia peor mejores casi atencion cliente rapidez informacion cumplidores etc etc hoy dia perdido casi valores tenian,"Cada día peor. Antes eran los mejores casi en todo, atención al cliente, rapidez, información, cumplidores, etc., etc. Hoy en día ya se han perdido casi todos estos valores que tenían.",dia peor mejores casi atencion cliente rapidez informacion cumplidores etc etc hoy dia perdido casi valores tenian,cada dia peor antes eran los mejores casi en todo atencion al cliente rapidez informacion cumplidores etc etc hoy en dia ya se han perdido casi todos estos valores que tenian,dia peor mejores casi atencion cliente rapidez informacion cumplidores etc etc hoy dia perdido casi valores tenian,"['cada', 'dia', 'peor', 'antes', 'eran', 'los', 'mejores', 'casi', 'en', 'todo', 'atencion', 'al', 'cliente', 'rapidez', 'informacion', 'cumplidores', 'etc', 'etc', 'hoy', 'en', 'dia', 'ya', 'se', 'han', 'perdido', 'casi', 'todos', 'estos', 'valores', 'que', 'tenian']","['dia', 'peor', 'mejores', 'casi', 'atencion', 'cliente', 'rapidez', 'informacion', 'cumplidores', 'etc', 'etc', 'hoy', 'dia', 'perdido', 'casi', 'valores', 'tenian']",17,17,184,14,0.0,0.0,neutral,neutras,114
Pablo Arias-Argüello Pereira,1,2025-12-03T20:26:46.000Z,Sin título,"No entregan pedidos en el día indicado, y te lo retrasan tres días diciendo que si no lo recibes puedes solicitar el reembolso. De risa te pones en contacto con el servicio de atención al cliente y te...Ver más",2025-12-22 00:22:41,entregan pedidos dia indicado retrasan tres dias diciendo recibes puedes solicitar reembolso risa pones contacto servicio atencion cliente,"No entregan pedidos en el día indicado, y te lo retrasan tres días diciendo que si no lo recibes puedes solicitar el reembolso. De risa te pones en contacto con el servicio de atención al cliente y te...Ver más",entregan pedidos dia indicado retrasan tres dias diciendo recibes puedes solicitar reembolso risa pones contacto servicio atencion cliente,no entregan pedidos en el dia indicado y te lo retrasan tres dias diciendo que si no lo recibes puedes solicitar el reembolso de risa te pones en contacto con el servicio de atencion al cliente y te ver mas,entregan pedidos dia indicado retrasan tres dias diciendo recibes puedes solicitar reembolso risa pones contacto servicio atencion cliente,"['no', 'entregan', 'pedidos', 'en', 'el', 'dia', 'indicado', 'y', 'te', 'lo', 'retrasan', 'tres', 'dias', 'diciendo', 'que', 'si', 'no', 'lo', 'recibes', 'puedes', 'solicitar', 'el', 'reembolso', 'de', 'risa', 'te', 'pones', 'en', 'contacto', 'con', 'el', 'servicio', 'de', 'atencion', 'al', 'cliente', 'y', 'te', 'ver', 'mas']","['entregan', 'pedidos', 'dia', 'indicado', 'retrasan', 'tres', 'dias', 'diciendo', 'recibes', 'puedes', 'solicitar', 'reembolso', 'risa', 'pones', 'contacto', 'servicio', 'atencion', 'cliente']",18,18,210,18,0.0,0.0,neutral,neutras,138
Albert,1,2025-12-15T22:49:08.000Z,Sin título,La atención al cliente de Amazón es horrorosa. Es imposible el contacto telefónico y la IA funciona muy deficientemente. Llevo 3 días intentando reportar un problema y no he recibido ninguna respuesta...Ver más,2025-12-22 00:22:41,atencion cliente horrorosa imposible contacto telefonico ia funciona deficientemente llevo dias intentando reportar problema recibido ninguna respuesta,La atención al cliente de Amazón es horrorosa. Es imposible el contacto telefónico y la IA funciona muy deficientemente. Llevo 3 días intentando reportar un problema y no he recibido ninguna respuesta...Ver más,atencion cliente horrorosa imposible contacto telefonico ia funciona deficientemente llevo dias intentando reportar problema recibido ninguna respuesta,la atencion al cliente de amazon es horrorosa es imposible el contacto telefonico y la ia funciona muy deficientemente llevo dias intentando reportar un problema y no he recibido ninguna respuesta ver mas,atencion cliente horrorosa imposible contacto telefonico ia funciona deficientemente llevo dias intentando reportar problema recibido ninguna respuesta,"['la', 'atencion', 'al', 'cliente', 'de', 'amazon', 'es', 'horrorosa', 'es', 'imposible', 'el', 'contacto', 'telefonico', 'y', 'la', 'ia', 'funciona', 'muy', 'deficientemente', 'llevo', 'dias', 'intentando', 'reportar', 'un', 'problema', 'y', 'no', 'he', 'recibido', 'ninguna', 'respuesta', 'ver', 'mas']","['atencion', 'cliente', 'horrorosa', 'imposible', 'contacto', 'telefonico', 'ia', 'funciona', 'deficientemente', 'llevo', 'dias', 'intentando', 'reportar', 'problema', 'recibido', 'ninguna', 'respuesta']",17,17,210,17,0.0,0.0,neutral,positivas,151
Sergi Canalís Cobos,1,2025-12-11T23:19:27.000Z,Sin título,"No és el primer productor que compro en Amazon, però sí la primera vez que me realizan una entrega, sin llamar (según ellos lo hicieron pero no había nadie en casa -estaba mi hijo-), y resulta que l...Ver más",2025-12-22 00:22:41,primer productor compro primera realizan entrega llamar segun hicieron habia nadie casa hijo resulta l,"No és el primer productor que compro en Amazon, però sí la primera vez que me realizan una entrega, sin llamar (según ellos lo hicieron pero no había nadie en casa -estaba mi hijo-), y resulta que l...Ver más",primer productor compro primera realizan entrega llamar segun hicieron habia nadie casa hijo resulta l,no es el primer productor que compro en amazon pero si la primera vez que me realizan una entrega sin llamar segun ellos lo hicieron pero no habia nadie en casa estaba mi hijo y resulta que l ver mas,primer productor compro primera realizan entrega llamar segun hicieron habia nadie casa hijo resulta l,"['no', 'es', 'el', 'primer', 'productor', 'que', 'compro', 'en', 'amazon', 'pero', 'si', 'la', 'primera', 'vez', 'que', 'me', 'realizan', 'una', 'entrega', 'sin', 'llamar', 'segun', 'ellos', 'lo', 'hicieron', 'pero', 'no', 'habia', 'nadie', 'en', 'casa', 'estaba', 'mi', 'hijo', 'y', 'resulta', 'que', 'l', 'ver', 'mas']","['primer', 'productor', 'compro', 'primera', 'realizan', 'entrega', 'llamar', 'segun', 'hicieron', 'habia', 'nadie', 'casa', 'hijo', 'resulta', 'l']",15,15,208,15,0.0,0.0,neutral,neutras,102
melodia arcos diaz,1,2025-12-03T21:52:31.000Z,Sin título,"Ya es la segunda vez que hago un pedido con ellos y me dice que lo entregan un día , pasa una semana y ese paquete sigue sin llegar. Me meto en seguimiento y es que no se sabe ni dónde está. Son unos...Ver más",2025-12-22 00:22:41,segunda hago pedido dice entregan dia pasa semana paquete sigue llegar meto seguimiento sabe,"Ya es la segunda vez que hago un pedido con ellos y me dice que lo entregan un día , pasa una semana y ese paquete sigue sin llegar. Me meto en seguimiento y es que no se sabe ni dónde está. Son unos...Ver más",segunda hago pedido dice entregan dia pasa semana paquete sigue llegar meto seguimiento sabe,ya es la segunda vez que hago un pedido con ellos y me dice que lo entregan un dia pasa una semana y ese paquete sigue sin llegar me meto en seguimiento y es que no se sabe ni donde esta son unos ver mas,segunda hago pedido dice entregan dia pasa semana paquete sigue llegar meto seguimiento sabe,"['ya', 'es', 'la', 'segunda', 'vez', 'que', 'hago', 'un', 'pedido', 'con', 'ellos', 'y', 'me', 'dice', 'que', 'lo', 'entregan', 'un', 'dia', 'pasa', 'una', 'semana', 'y', 'ese', 'paquete', 'sigue', 'sin', 'llegar', 'me', 'meto', 'en', 'seguimiento', 'y', 'es', 'que', 'no', 'se', 'sabe', 'ni', 'donde', 'esta', 'son', 'unos', 'ver', 'mas']","['segunda', 'hago', 'pedido', 'dice', 'entregan', 'dia', 'pasa', 'semana', 'paquete', 'sigue', 'llegar', 'meto', 'seguimiento', 'sabe']",14,14,209,14,0.0,0.0,neutral,neutras,92
customer,1,2025-11-27T20:55:19.000Z,Sin título,"Amazon se me ha quedado el dinero de un reembolso. Compré un artículo por 46,63€, todos los días dicen que van hacer la devolución y nunca lo hacen. Supuestamente por las incomodidades presentadas y e...Ver más",2025-12-22 00:22:41,quedado dinero reembolso compre articulo dias dicen van devolucion nunca hacen supuestamente incomodidades presentadas,"Amazon se me ha quedado el dinero de un reembolso. Compré un artículo por 46,63€, todos los días dicen que van hacer la devolución y nunca lo hacen. Supuestamente por las incomodidades presentadas y e...Ver más",quedado dinero reembolso compre articulo dias dicen van devolucion nunca hacen supuestamente incomodidades presentadas,amazon se me ha quedado el dinero de un reembolso compre un articulo por todos los dias dicen que van hacer la devolucion y nunca lo hacen supuestamente por las incomodidades presentadas y e ver mas,quedado dinero reembolso compre articulo dias dicen van devolucion nunca hacen supuestamente incomodidades presentadas,"['amazon', 'se', 'me', 'ha', 'quedado', 'el', 'dinero', 'de', 'un', 'reembolso', 'compre', 'un', 'articulo', 'por', 'todos', 'los', 'dias', 'dicen', 'que', 'van', 'hacer', 'la', 'devolucion', 'y', 'nunca', 'lo', 'hacen', 'supuestamente', 'por', 'las', 'incomodidades', 'presentadas', 'y', 'e', 'ver', 'mas']","['quedado', 'dinero', 'reembolso', 'compre', 'articulo', 'dias', 'dicen', 'van', 'devolucion', 'nunca', 'hacen', 'supuestamente', 'incomodidades', 'presentadas']",14,14,210,14,0.0,0.0,neutral,negativas,118
TTN,1,2025-12-01T19:23:27.000Z,Sin título,"Compré un árbol de navidad a Amazon, repito yo compro a Amazon y pago a Amazon.
Días después, se cambia de opinión y se procede a devolver y me encuentro con la sorpresa que amazon me dice que en re...Ver más",2025-12-22 00:22:41,compre arbol navidad repito compro pago dias despues cambia opinion procede devolver encuentro sorpresa dice re,"Compré un árbol de navidad a Amazon, repito yo compro a Amazon y pago a Amazon.
Días después, se cambia de opinión y se procede a devolver y me encuentro con la sorpresa que amazon me dice que en re...Ver más",compre arbol navidad repito compro pago dias despues cambia opinion procede devolver encuentro sorpresa dice re,compre un arbol de navidad a amazon repito yo compro a amazon y pago a amazon dias despues se cambia de opinion y se procede a devolver y me encuentro con la sorpresa que amazon me dice que en re ver mas,compre arbol navidad repito compro pago dias despues cambia opinion procede devolver encuentro sorpresa dice re,"['compre', 'un', 'arbol', 'de', 'navidad', 'a', 'amazon', 'repito', 'yo', 'compro', 'a', 'amazon', 'y', 'pago', 'a', 'amazon', 'dias', 'despues', 'se', 'cambia', 'de', 'opinion', 'y', 'se', 'procede', 'a', 'devolver', 'y', 'me', 'encuentro', 'con', 'la', 'sorpresa', 'que', 'amazon', 'me', 'dice', 'que', 'en', 're', 'ver', 'mas']","['compre', 'arbol', 'navidad', 'repito', 'compro', 'pago', 'dias', 'despues', 'cambia', 'opinion', 'procede', 'devolver', 'encuentro', 'sorpresa', 'dice', 're']",16,16,208,16,0.0,0.0,neutral,negativas,111
ROCIO ALBERTI,1,2025-12-02T09:27:11.000Z,Sin título,"AMAZON cada vez peor, incumplen los plazos, las garantías, te dejan paquetes en la entrada sin seguridad ninguna, el servicio de atención al cliente no soluciona nada, cuando les da la gana el reembol...Ver más",2025-12-22 00:22:41,peor incumplen plazos garantias dejan paquetes entrada seguridad ninguna servicio atencion cliente soluciona da gana reembol,"AMAZON cada vez peor, incumplen los plazos, las garantías, te dejan paquetes en la entrada sin seguridad ninguna, el servicio de atención al cliente no soluciona nada, cuando les da la gana el reembol...Ver más",peor incumplen plazos garantias dejan paquetes entrada seguridad ninguna servicio atencion cliente soluciona da gana reembol,amazon cada vez peor incumplen los plazos las garantias te dejan paquetes en la entrada sin seguridad ninguna el servicio de atencion al cliente no soluciona nada cuando les da la gana el reembol ver mas,peor incumplen plazos garantias dejan paquetes entrada seguridad ninguna servicio atencion cliente soluciona da gana reembol,"['amazon', 'cada', 'vez', 'peor', 'incumplen', 'los', 'plazos', 'las', 'garantias', 'te', 'dejan', 'paquetes', 'en', 'la', 'entrada', 'sin', 'seguridad', 'ninguna', 'el', 'servicio', 'de', 'atencion', 'al', 'cliente', 'no', 'soluciona', 'nada', 'cuando', 'les', 'da', 'la', 'gana', 'el', 'reembol', 'ver', 'mas']","['peor', 'incumplen', 'plazos', 'garantias', 'dejan', 'paquetes', 'entrada', 'seguridad', 'ninguna', 'servicio', 'atencion', 'cliente', 'soluciona', 'da', 'gana', 'reembol']",16,16,210,16,0.0,0.0,neutral,neutras,124
Fernando Benjumea,1,2025-11-30T08:19:58.000Z,Sin título,"He devuelto un artículo en Amazon, un detector de metales que funcionaba mal. Recogieron el artículo a través de celeritas, de la cual tengo la justificación. Tras pasar más de 14 días sin obten...Ver más",2025-12-22 00:22:41,devuelto articulo detector metales funcionaba mal recogieron articulo traves celeritas justificacion tras pasar dias obten,"He devuelto un artículo en Amazon, un detector de metales que funcionaba mal. Recogieron el artículo a través de celeritas, de la cual tengo la justificación. Tras pasar más de 14 días sin obten...Ver más",devuelto articulo detector metales funcionaba mal recogieron articulo traves celeritas justificacion tras pasar dias obten,he devuelto un articulo en amazon un detector de metales que funcionaba mal recogieron el articulo a traves de celeritas de la cual tengo la justificacion tras pasar mas de dias sin obten ver mas,devuelto articulo detector metales funcionaba mal recogieron articulo traves celeritas justificacion tras pasar dias obten,"['he', 'devuelto', 'un', 'articulo', 'en', 'amazon', 'un', 'detector', 'de', 'metales', 'que', 'funcionaba', 'mal', 'recogieron', 'el', 'articulo', 'a', 'traves', 'de', 'celeritas', 'de', 'la', 'cual', 'tengo', 'la', 'justificacion', 'tras', 'pasar', 'mas', 'de', 'dias', 'sin', 'obten', 'ver', 'mas']","['devuelto', 'articulo', 'detector', 'metales', 'funcionaba', 'mal', 'recogieron', 'articulo', 'traves', 'celeritas', 'justificacion', 'tras', 'pasar', 'dias', 'obten']",15,15,204,14,0.0,0.0,neutral,negativas,122
Loly Castillo,1,2025-12-03T22:08:42.000Z,Sin título,"Hice un pedido el 15 de noviembre y fue cancelado al instante. Llamé a atención al cliente e informé sobre ello.
Aún así me enviaron el pedido. 
No he aceptado el paquete obviamente porque yo lo ha...Ver más",2025-12-22 00:22:41,hice pedido noviembre cancelado instante llame atencion cliente informe ello aun asi enviaron pedido aceptado paquete obviamente,"Hice un pedido el 15 de noviembre y fue cancelado al instante. Llamé a atención al cliente e informé sobre ello.
Aún así me enviaron el pedido. 
No he aceptado el paquete obviamente porque yo lo ha...Ver más",hice pedido noviembre cancelado instante llame atencion cliente informe ello aun asi enviaron pedido aceptado paquete obviamente,hice un pedido el de noviembre y fue cancelado al instante llame a atencion al cliente e informe sobre ello aun asi me enviaron el pedido no he aceptado el paquete obviamente porque yo lo ha ver mas,hice pedido noviembre cancelado instante llame atencion cliente informe ello aun asi enviaron pedido aceptado paquete obviamente,"['hice', 'un', 'pedido', 'el', 'de', 'noviembre', 'y', 'fue', 'cancelado', 'al', 'instante', 'llame', 'a', 'atencion', 'al', 'cliente', 'e', 'informe', 'sobre', 'ello', 'aun', 'asi', 'me', 'enviaron', 'el', 'pedido', 'no', 'he', 'aceptado', 'el', 'paquete', 'obviamente', 'porque', 'yo', 'lo', 'ha', 'ver', 'mas']","['hice', 'pedido', 'noviembre', 'cancelado', 'instante', 'llame', 'atencion', 'cliente', 'informe', 'ello', 'aun', 'asi', 'enviaron', 'pedido', 'aceptado', 'paquete', 'obviamente']",17,17,207,16,0.0,0.0,neutral,neutras,128
